DEBUG:root:New device instance created -192.168.1.140:11883- | client_sadas 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 1} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 2} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 2} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 4} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 4} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 4} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 4} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 4} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 3} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 4} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 4} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 4} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 4} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 4} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 4} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 4} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 4} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 4} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 4} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 4} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 5} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 5} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 5} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 6} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 6} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 6} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 6} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 6} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 6} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 6} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 6} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 6} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 6} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 6} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 6} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 6} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 6} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 6} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 6} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 7} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 7} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 7} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 7} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 7} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 6} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 7} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 7} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 7} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 7} to topic /sensor/data | client_dasda 
DEBUG:root:Send {'serialNumber': 'dasda', 'sensorType': 'asdas', 'sensorModel': 'sada', 'accessToken': '', 'key': 'temp', 'initValue': 1, 'key2': 'hum', 'initValue2': 0, 'key3': '-test-', 'initValue3': 0, 'protocol': 'mqtt', 'secure': '', 'thread': True, 'interval': 1, 'temp': 7} to topic /sensor/data | client_dasda 
